,0,1,2,3,4
0,75.54985642767437,77.9422222222222,67.95158730158722,68.94166666666665,72.71530054644809
1,75.76145935585713,77.4533333333333,67.20396825396814,69.73333333333333,72.51967213114752
2,78.18531705546475,79.77333333333334,69.65555555555558,71.60833333333333,74.40218579234981
3,78.18760179544772,79.75777777777779,69.62380952380953,71.075,74.2360655737706
4,80.2107966965249,81.50666666666667,69.11507936507942,72.26666666666667,75.73114754098343
5,80.24094375534844,81.5288888888889,69.41031746031751,72.45,75.81748633879766
6,77.59894427039224,80.05999999999999,69.95634920634922,71.18333333333332,74.10109289617489
7,77.4607892577239,79.35555555555557,70.00952380952381,70.28333333333332,74.30218579234968
8,75.0066351540616,76.72222222222221,69.83492063492064,67.4,71.66229508196717
9,74.48473039215683,76.10888888888887,68.70634920634919,66.75833333333333,70.9142076502732
10,77.18556283235046,78.98444444444443,69.39761904761906,67.28333333333332,72.86174863387988
11,76.79686220072347,78.3911111111111,69.56111111111115,68.00833333333333,72.48852459016406
12,74.61556372549015,76.12666666666667,66.26349206349204,64.35833333333333,69.88360655737701
13,74.45147058823525,76.21555555555554,66.26746031746025,64.63333333333334,70.11693989071036
14,76.26865788736342,77.45333333333332,68.15714285714282,67.40833333333333,72.18087431693985
15,76.18985635468236,77.01777777777777,68.55158730158729,67.44166666666666,72.31092896174857
16,73.02700244302272,74.65333333333331,68.68888888888891,65.75,69.88469945355197
17,73.1736527167686,74.83777777777776,68.43571428571433,65.28333333333335,69.7245901639345
18,72.23327205882357,74.33111111111111,66.90158730158728,63.49166666666667,68.9628415300547
19,72.25606617647065,74.48222222222222,67.02539682539681,63.49166666666667,68.87650273224051
20,77.764457711089,79.86666666666663,69.74126984126987,67.10833333333332,73.66830601092903
21,77.91203604812232,80.54222222222221,69.99365079365081,67.8,73.85081967213122
22,77.85775689076034,79.63111111111111,70.16428571428573,70.75833333333334,74.10819672131149
23,78.01548384151505,80.11333333333334,70.32857142857142,70.89166666666667,74.40765027322406
24,77.54782741047742,80.96000000000004,70.04841269841269,72.175,74.69234972677597
25,77.64800671028962,80.49333333333335,70.3253968253968,71.77499999999999,74.54918032786885
26,76.58161764705875,78.52666666666664,70.6365079365079,67.49166666666666,73.0502732240437
27,76.3061274509803,78.02222222222223,70.44682539682539,67.70833333333333,72.84699453551916
