"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34"
"1",-5.84332691972111,-1.5525525506037,-0.386392094601436,0.0549623420314124,0.000690560249502441,2.36579129403965,0.396098645846984,0.600874923883238,1.75343815752442,-0.204752980145678,-0.308756940959975,-0.591418095363806,0.887523232480022,0.106227122857734,-0.0680290121327912,-0.304774532817956,0.230616721992696,0.24025544649471,0.371643385723151,0.109758901661579,0.466438199816884,0.00130732404778492,-0.167534917616088,0.399976701306957,0.0947617220107338,-0.0564320976215486,0.0940875341262834,0.0542828107266242,-0.0537922831102615,0.0314750983113831,0.124702368158747,0.0836335886266899,-0.000193987801271683,3.97379335486625e-07
"2",-5.75375979312961,-1.9344293078272,-0.455216472532555,0.511298872655373,0.112767006714617,2.34461813651407,0.208428095334987,1.04151442153918,2.34997443452507,-0.457959188010702,0.188739312701966,0.0767583182703873,0.338163518903743,0.389353463891424,-0.473081350221099,-0.558885866989441,0.427646395881617,0.518398674261873,0.394979378826387,0.0457225742399259,0.639991144803438,-0.126039699305918,-0.0881357152456233,0.455330215682365,0.028498163797178,-0.0831639963799858,0.0873980246051718,0.0585254143462759,0.0129257595674612,0.0330681833669112,0.130418704696304,0.0452806907231949,-0.00017155740291308,-2.63558939812447e-07
"3",-6.05116243962607,-1.22313151156537,-0.257157576965273,-0.117474788815595,0.0574777289353423,2.49602897480343,0.342166659774719,0.191640235437974,1.59460021835831,-0.198989826895129,-0.215133428050197,-0.923693588563818,0.844009584945211,0.108010610693815,-0.680250884228309,-0.619779941273781,0.430710176504793,0.119421611358168,0.427773224669797,-0.0908618212723963,0.401602911483633,0.0731017216585236,-0.0435708071793961,0.356427420095221,0.176023063454803,-0.0270824913009736,-0.0266622091152133,0.0755631070498911,-0.110974564898023,0.000868854839108539,0.0995046011101637,0.0705128843057533,-1.75130358329669e-05,-1.04755605647024e-06
"4",-6.09396542531907,-1.3501739891798,-0.233332927502319,0.00519937951117689,0.116384796683093,2.71802914938323,0.422334772687511,0.901695169889427,1.55374958637337,-0.369503627450084,-0.0382334476200708,-1.04777770833447,0.471970458182467,0.201298522592081,-0.165591959970226,-0.993057882900686,0.473201066853686,0.221161031374512,0.654260996402743,-0.267344243178074,0.17812414254973,0.100245416587322,-0.00338568268790545,0.388914681327116,0.210118988887272,-0.0242670863520421,0.00975195519376634,0.11113765506236,-0.122398956401562,-0.00558138944769463,0.100011636531365,0.0668768841263649,8.34671666556173e-05,-3.71951203107958e-06
"5",-5.92974743930181,-0.562165420146592,0.425840195805995,-0.649937136829043,0.0498844450419841,2.58307881552354,0.319920872955492,-0.0738454348133308,1.64058754302379,0.470314947424949,-0.220736729319766,-0.76233695624562,0.680466703020195,0.409801021993194,-0.15332010815507,-0.289434964325145,-0.0735180039212131,0.00519201372007534,0.321634033631405,0.0378543791839931,0.617492163380915,-0.181885373921752,0.0580447070586525,0.417389074211515,0.139568925112138,-0.0692817470901872,-0.0508979320470802,0.112540887991884,0.0924206620203716,-0.00412570915946595,-0.00517596116031839,-0.0259887453101741,-0.000124699726239488,-3.90547969081494e-06
"6",-5.95126023150854,-0.80498662467628,0.455620566824283,-0.405625717095515,0.162490871661321,2.95052959522698,0.836815876476959,0.681474808156558,1.41055887117514,0.173020911933068,0.13763375112361,-1.2307571929815,0.59761665745605,-0.0837158954451394,-0.634615430714699,-0.178268571721378,0.267008842040953,0.0233396214609872,0.278040443106938,-0.0165863716977547,0.622261050295471,-0.237833308925548,0.00407792626679052,0.458898629449208,0.0952785517903302,-0.020766020429321,-0.0597191109923672,0.0958200987350545,0.0169768481047748,-0.0570239713652934,-0.00295613510582762,0.00122944672627708,-9.62486351508252e-05,-7.35503170639257e-06
"7",-5.28323047270644,-0.630475751725535,0.715793884869416,-0.666252355560433,0.0878611719706379,2.44068480103737,0.804071170298761,0.750240671749658,2.32474944047953,-0.0789755219059976,0.202894316693253,0.404798518935181,0.779140290689446,-0.0813871214858331,0.701584545717285,0.122691845838271,-0.180576624892297,0.185385698969081,-0.222902451907995,0.560896456222133,0.422748344592126,-0.0687005929654637,0.0624140640727983,0.156013670281165,0.422888524987178,-0.0635731214630892,-0.217104719030617,0.135954895831634,-0.03398178691417,-0.0797715227163031,0.146288924315389,-0.0115529804366577,-9.95675506634021e-05,-9.15095987890056e-06
"8",-5.31221085592917,-0.521768601652227,0.505536605352392,-0.691768043554812,0.212052454155201,2.4649260318873,0.964922773073461,0.535521545220636,1.97564498705614,-0.591439104488384,0.336592329795728,0.182274552542094,0.68852567492159,-0.389770572936903,0.212919953658066,0.33727913060453,-0.0919539243901742,0.164642160263861,-0.290271938000283,0.498954885947295,0.518924812071364,-0.126804989089918,0.0179393854947613,0.162052019302019,0.42442281253892,-0.0540980755416431,-0.197479532744438,0.139071886671519,-0.0576904797797536,-0.0544696467598877,0.157989675945113,-0.00922609893666169,-0.000133702377732823,-9.51194869921437e-06
"9",-6.07034020642151,-0.82442258227167,1.22556951094592,0.539094521148648,-1.88171735780459,2.38797079122527,0.696066280829716,0.12241321358198,1.06526471956689,0.141767298846242,-0.0859275825114586,-0.953942905535075,-1.1610997531303,0.795227608330834,0.00763050160510676,-0.106965459584043,-0.690300992018635,0.282782209422543,-0.117504074905081,0.238450410531068,-0.51345027212469,-0.04115951064201,-0.188727647936917,-0.148021449923957,-0.189264131425868,-0.0824522374216741,0.062421006546867,-0.158912879052316,-0.191810500921324,0.152111904958871,-0.0651117551576583,0.0353409724363102,0.000138279519268885,6.13557477131273e-06
"10",-5.96611616579285,-1.24281589417566,1.15804105060729,1.04961462119875,-1.71421037789668,2.3176120565277,0.4448774456732,0.651392922432328,1.64887464318642,-0.115582856876749,0.490522866004248,-0.161911607561779,-1.80693954863281,1.14937285416311,-0.491786547196277,-0.435222273096931,-0.475395415269586,0.578071856484451,-0.0867489690069364,0.234442174611826,-0.291993628394231,-0.155081285349302,-0.0786014725781589,-0.0638559213229761,-0.25218806742937,-0.114473144600216,0.0375099684412305,-0.186389687255966,-0.131081364897666,0.129390507519042,-0.070680668145734,-0.0123971458219129,0.00013548835889377,6.02824952075747e-06
"11",-6.05626132758283,-0.496620872911854,1.37317371532246,0.423719643310145,-2.06074141251621,2.39298663082318,0.794547923072912,-0.370442068053755,1.20470193162083,0.390565751064378,-0.0878323791937984,-1.10595592899643,-0.968363729104619,0.879537085010004,-0.614284324990838,0.031379776356193,-0.618372095222681,0.114890255808875,-0.212502171831586,-0.006525931143585,-0.4975480120076,-0.0123918245849611,-0.0844473303550845,-0.241824518738438,-0.108849515203165,-0.0423534807588931,0.00346805175128986,-0.0803985644145941,-0.160897878601226,0.112874879615551,-0.0248659579392211,0.0378611843313221,-0.000262152087458024,2.54327552689435e-06
"12",-6.05738045850537,-0.740044327099603,1.57715519692939,0.640541985795883,-1.91007309164839,2.76676257752818,1.04999383976361,1.06595247367244,1.00507301911901,0.345434581746194,0.272438287426869,-1.30797293015021,-1.43132019687768,0.921331259791318,0.00987025292957889,-0.458240876500819,-0.526868247316443,0.205621565939533,0.033513237033798,-0.0285058797424641,-0.750424919824433,0.070192755596903,-0.0038551125456864,-0.144554873230434,-0.0614326481223528,-0.0185439730105552,-0.00221445046476346,-0.114022958936321,-0.217783838054025,0.0204571426784951,-0.0694287587652266,0.0289094821933329,-0.000177247445065568,-1.21506041852852e-06
