"행정구역","2020년07월_남_총인구수","2020년07월_남_연령구간인구수","2020년07월_남_0~9세","2020년07월_남_10~19세","2020년07월_남_20~29세","2020년07월_남_30~39세","2020년07월_남_40~49세","2020년07월_남_50~59세","2020년07월_남_60~69세","2020년07월_남_70~79세","2020년07월_남_80~89세","2020년07월_남_90~99세","2020년07월_남_100세 이상","2020년07월_여_총인구수","2020년07월_여_연령구간인구수","2020년07월_여_0~9세","2020년07월_여_10~19세","2020년07월_여_20~29세","2020년07월_여_30~39세","2020년07월_여_40~49세","2020년07월_여_50~59세","2020년07월_여_60~69세","2020년07월_여_70~79세","2020년07월_여_80~89세","2020년07월_여_90~99세","2020년07월_여_100세 이상"
"경상남도 창원시 마산합포구 진북면(4812533000)","1,921","1,921","41","89","182","128","204","441","466","261","101","8","0","1,679","1,679","33","78","120","84","135","311","387","269","210","50","2"
"경상남도 창원시 마산합포구 진전면(4812534000)","1,992","1,992","33","83","157","103","189","412","529","322","149","15","0","2,009","2,009","33","71","99","72","135","331","436","424","341","66","1"
"경상남도 창원시 마산합포구 현동(4812551000)","7,230","7,230","1,203","592","642","1,343","1,311","948","748","357","80","6","0","7,275","7,275","1,119","612","616","1,393","1,126","972","845","376","186","30","0"
"경상남도 창원시 마산합포구 가포동(4812552000)","338","338","13","16","43","36","34","63","82","39","9","3","0","316","316","18","12","24","26","40","54","76","32","29","3","2"
"경상남도 창원시 마산합포구 월영동(4812553000)","16,244","16,244","1,478","1,712","2,390","2,087","2,482","2,727","2,130","988","235","15","0","16,530","16,530","1,377","1,558","1,868","2,001","2,653","2,980","2,354","1,159","489","86","5"
"경상남도 창원시 마산합포구 문화동(4812554000)","5,731","5,731","275","409","955","692","765","959","937","555","168","15","1","5,807","5,807","277","398","714","546","719","980","1,091","667","349","62","4"
"경상남도 창원시 마산합포구 반월중앙동(4812556500)","7,431","7,431","552","723","920","841","1,214","1,226","1,078","638","222","17","0","7,821","7,821","466","669","747","791","1,129","1,323","1,321","864","443","60","8"
"경상남도 창원시 마산합포구 완월동(4812557000)","4,644","4,644","225","394","629","514","659","861","813","404","134","11","0","4,884","4,884","218","432","548","388","642","943","879","508","292","31","3"
"경상남도 창원시 마산합포구 자산동(4812558000)","5,516","5,516","298","558","712","582","754","956","988","517","141","9","1","5,658","5,658","248","399","560","483","771","1,096","1,118","656","281","44","2"
"경상남도 창원시 마산합포구 교방동(4812561000)","7,199","7,199","530","630","780","876","1,151","1,174","1,211","642","177","18","10","7,366","7,366","493","567","638","786","1,025","1,189","1,374","857","362","65","10"
"경상남도 창원시 마산합포구 오동동(4812563000)","10,011","10,011","601","658","1,109","1,292","1,748","1,654","1,702","929","293","23","2","10,179","10,179","571","534","973","1,173","1,393","1,680","1,978","1,220","567","86","4"
"경상남도 창원시 마산합포구 합포동(4812564000)","3,613","3,613","182","231","397","482","580","631","642","331","123","13","1","3,505","3,505","178","203","276","325","446","601","741","460","242","31","2"
"경상남도 창원시 마산합포구 산호동(4812565000)","6,467","6,467","411","503","827","855","1,035","1,105","1,023","534","161","13","0","6,532","6,532","390","490","707","734","918","1,127","1,183","684","255","40","4"
"경상남도 창원시 마산회원구 (4812700000)","96,379","96,379","7,144","9,723","12,413","11,814","15,444","17,412","13,853","6,638","1,821","109","8","95,753","95,753","6,626","8,821","10,174","10,545","15,067","17,477","15,280","7,931","3,354","448","30"
"경상남도 창원시 마산회원구 내서읍(4812725000)","33,073","33,073","2,825","4,391","4,623","3,602","5,630","6,397","3,657","1,494","433","21","0","32,707","32,707","2,626","3,972","3,802","3,495","6,184","6,040","3,662","1,876","926","122","2"
"경상남도 창원시 마산회원구 회원1동(4812751000)","5,405","5,405","245","333","582","622","822","927","1,024","623","212","15","0","5,484","5,484","216","324","447","440","645","946","1,270","792","358","40","6"
"경상남도 창원시 마산회원구 회원2동(4812752000)","3,791","3,791","176","328","425","371","556","670","753","405","97","10","0","3,805","3,805","144","285","340","324","473","682","808","500","217","29","3"
"경상남도 창원시 마산회원구 석전동(4812754500)","8,745","8,745","622","676","1,026","1,356","1,279","1,488","1,355","738","193","10","2","8,662","8,662","560","595","912","1,069","1,106","1,546","1,609","900","326","38","1"
"경상남도 창원시 마산회원구 회성동(4812755000)","3,265","3,265","89","192","360","343","443","617","709","363","133","12","4","3,194","3,194","80","173","271","244","329","633","733","471","228","30","2"
"경상남도 창원시 마산회원구 양덕1동(4812756000)","5,760","5,760","342","460","763","746","860","995","979","495","114","6","0","5,715","5,715","299","407","602","627","790","1,028","1,180","539","210","30","3"
"경상남도 창원시 마산회원구 양덕2동(4812757000)","16,026","16,026","1,709","1,842","1,976","2,106","2,785","2,588","1,989","790","230","11","0","16,319","16,319","1,615","1,696","1,557","2,209","2,889","2,861","2,147","939","343","62","1"
"경상남도 창원시 마산회원구 합성1동(4812758000)","4,878","4,878","366","327","639","771","709","848","723","393","94","7","1","4,735","4,735","325","305","529","626","616","870","803","459","174","25","3"
"경상남도 창원시 마산회원구 합성2동(4812759000)","3,967","3,967","159","257","562","493","597","728","694","398","75","4","0","3,986","3,986","163","235","479","361","529","733","875","431","165","13","2"
"경상남도 창원시 마산회원구 구암1동(4812760000)","4,660","4,660","233","366","572","533","655","927","861","389","117","7","0","4,683","4,683","246","315","454","415","608","950","1,006","469","185","32","3"
"경상남도 창원시 마산회원구 구암2동(4812761000)","4,904","4,904","300","425","664","627","773","848","779","398","85","5","0","4,929","4,929","269","411","655","561","677","900","883","401","151","19","2"
"경상남도 창원시 마산회원구 봉암동(4812762000)","1,905","1,905","78","126","221","244","335","379","330","152","38","1","1","1,534","1,534","83","103","126","174","221","288","304","154","71","8","2"
"경상남도 창원시 진해구 (4812900000)","98,617","98,617","10,348","10,893","11,499","14,543","18,536","14,505","11,112","5,253","1,798","125","5","94,024","94,024","9,550","10,096","8,876","13,293","16,503","13,734","11,678","6,410","3,398","472","14"
"경상남도 창원시 진해구 충무동(4812953000)","9,117","9,117","814","964","1,369","1,278","1,632","1,189","999","614","238","19","1","8,461","8,461","797","934","794","1,045","1,399","1,051","1,118","811","443","67","2"
"경상남도 창원시 진해구 여좌동(4812954000)","4,413","4,413","213","380","514","429","657","716","713","519","253","18","1","4,495","4,495","167","323","377","316","606","713","843","721","385","44","0"
"경상남도 창원시 진해구 태백동(4812955000)","2,650","2,650","108","165","305","228","371","508","496","331","124","13","1","2,577","2,577","96","140","221","175","276","440","530","426","243","29","1"
"경상남도 창원시 진해구 경화동(4812956000)","5,801","5,801","599","550","635","903","915","900","768","400","123","8","0","5,653","5,653","530","478","513","765","861","938","845","456","230","33","4"
"경상남도 창원시 진해구 병암동(4812957000)","3,753","3,753","311","407","423","441","661","585","518","294","110","2","1","3,819","3,819","267","347","365","406","624","604","607","359","210","29","1"
"경상남도 창원시 진해구 석동(4812958000)","8,903","8,903","792","1,265","1,231","1,168","1,682","1,371","943","340","101","10","0","8,523","8,523","759","1,162","974","1,067","1,748","1,308","917","388","171","27","2"
"경상남도 창원시 진해구 이동(4812959000)","4,558","4,558","219","310","597","642","767","771","768","368","109","7","0","4,067","4,067","183","247","415","410","556","769","839","419","192","36","1"
"경상남도 창원시 진해구 자은동(4812960000)","10,757","10,757","1,285","1,162","1,293","1,673","1,906","1,640","1,232","427","128","11","0","10,854","10,854","1,237","1,082","1,103","1,685","1,886","1,775","1,216","528","303","38","1"
"경상남도 창원시 진해구 덕산동(4812961000)","5,054","5,054","570","642","639","704","866","693","570","275","90","5","0","5,217","5,217","535","576","511","695","872","711","698","393","208","18","0"
"경상남도 창원시 진해구 풍호동(4812962000)","13,093","13,093","1,965","1,594","1,277","2,007","2,540","1,644","1,378","516","164","8","0","13,170","13,170","1,732","1,597","1,037","2,279","2,395","1,848","1,365","567","308","41","1"
"경상남도 창원시 진해구 웅천동(4812963000)","6,385","6,385","969","445","653","1,275","1,074","879","689","280","112","9","0","6,195","6,195","850","476","612","1,241","916","843","654","355","218","29","1"
"경상남도 창원시 진해구 웅동1동(4812964000)","3,343","3,343","301","364","338","388","621","570","478","208","69","6","0","3,177","3,177","267","338","264","365","510","524","460","246","174","29","0"
"경상남도 창원시 진해구 웅동2동(4812965000)","20,790","20,790","2,202","2,645","2,225","3,407","4,844","3,039","1,560","681","177","9","1","17,816","17,816","2,130","2,396","1,690","2,844","3,854","2,210","1,586","741","313","52","0"
"경상남도 진주시 (4817000000)","171,907","171,907","15,008","18,759","24,700","21,469","27,200","28,458","21,158","11,149","3,681","303","22","175,410","175,410","13,880","16,822","20,071","20,597","27,380","29,338","23,028","14,383","8,455","1,384","72"
"경상남도 진주시 문산읍(4817025000)","4,281","4,281","376","362","470","514","606","759","714","346","120","14","0","4,151","4,151","305","325","364","461","507","698","625","473","327","64","2"
"경상남도 진주시 내동면(4817031000)","2,100","2,100","215","232","216","213","340","368","294","166","51","4","1","2,095","2,095","177","241","196","223","350","321","265","165","130","25","2"
"경상남도 진주시 정촌면(4817032000)","3,967","3,967","443","255","552","798","576","568","490","212","67","6","0","3,780","3,780","433","217","437","692","472","640","424","241","175","45","4"
"경상남도 진주시 금곡면(4817033000)","1,074","1,074","20","66","98","82","119","213","234","152","84","6","0","1,194","1,194","23","53","68","56","68","178","229","264","211","43","1"
"경상남도 진주시 진성면(4817035000)","954","954","25","30","75","77","98","202","235","126","77","9","0","1,007","1,007","25","32","62","54","63","161","232","170","178","28","2"
"경상남도 진주시 일반성면(4817036000)","1,282","1,282","49","100","138","94","175","255","255","150","60","5","1","1,358","1,358","53","91","85","100","127","235","240","215","190","22","0"
"경상남도 진주시 이반성면(4817037000)","814","814","18","32","53","47","75","175","210","132","65","7","0","811","811","7","19","24","26","40","115","189","193","170","28","0"
"경상남도 진주시 사봉면(4817038000)","755","755","14","34","44","47","114","132","172","140","53","5","0","773","773","21","22","29","39","43","95","174","172","157","21","0"
"경상남도 진주시 지수면(4817039000)","749","749","19","33","67","45","112","150","147","124","46","6","0","742","742","20","41","36","27","51","108","149","133","143","33","1"
"경상남도 진주시 대곡면(4817040000)","1,646","1,646","36","88","146","101","194","341","335","268","121","15","1","1,673","1,673","31","72","74","87","102","255","345","337","312","56","2"
"경상남도 진주시 금산면(4817041000)","10,825","10,825","1,207","1,521","1,346","1,273","1,933","1,679","1,133","535","186","12","0","10,713","10,713","1,088","1,365","965","1,296","2,009","1,711","1,175","644","395","64","1"
"경상남도 진주시 집현면(4817042000)","2,413","2,413","141","218","261","207","356","494","403","226","100","7","0","2,405","2,405","128","203","188","205","306","403","382","327","226","36","1"
"경상남도 진주시 미천면(4817043000)","795","795","7","37","53","35","82","173","202","139","61","6","0","850","850","11","26","35","24","45","130","163","193","195","27","1"
"경상남도 진주시 명석면(4817044000)","2,030","2,030","79","110","196","137","247","418","471","262","100","9","1","2,071","2,071","72","100","165","105","194","380","456","325","235","37","2"
"경상남도 진주시 대평면(4817045000)","526","526","11","26","61","27","62","109","133","67","28","2","0","566","566","16","22","50","30","41","89","106","96","96","19","1"
"경상남도 진주시 수곡면(4817046000)","1,082","1,082","33","60","72","54","153","238","250","141","76","5","0","1,155","1,155","28","50","69","52","77","187","223","231","216","21","1"
"경상남도 진주시 천전동(4817051500)","13,784","13,784","865","1,444","2,333","1,475","2,018","2,250","1,768","1,194","393","38","6","14,300","14,300","801","1,163","1,949","1,310","2,059","2,396","2,174","1,539","776","123","10"
